Time,KS11,KQ11,KS200,USD/KRW,JPY/KRW,BTC/KRW
14:17,2658.850098,865.880005,359.140015,1334.140015,8.841,88889568.0
14:18,2659.929932,866.210022,359.149994,1334.119995,8.841,88897728.0
14:19,2660.320068,866.460022,359.230011,1334.160034,8.843,88997680.0
14:32,2658.530029,866.72998,359.160004,1333.589966,8.842,89200728.0
14:33,2658.219971,866.880005,359.290009,1333.5,8.842,89030416.0
14:34,2658.25,866.539978,359.200012,1333.540039,8.84,88874408.0
14:35,2658.959961,866.26001,359.170013,1333.589966,8.84,89013976.0
14:36,2659.129883,866.559998,359.230011,1333.790039,8.84,89018480.0
14:37,2658.52002,866.690002,359.220001,1333.75,8.84,89116208.0
14:38,2660.179932,866.820007,359.359985,1333.719971,8.84,89076168.0
14:39,2660.409912,866.900024,359.48999,1333.550049,8.84,89070240.0
14:40,2660.409912,866.619995,359.230011,1333.699951,8.84,88875248.0
14:41,2660.199951,866.650024,359.390015,1333.699951,8.84,88736904.0
14:42,2660.060059,866.780029,359.410004,1333.699951,8.84,88788528.0
14:43,2660.419922,866.840027,359.619995,1333.77002,8.84,88738840.0
14:44,2658.73999,866.640015,359.380005,1333.599976,8.838,88648856.0
14:45,2658.459961,866.580017,359.299988,1333.609985,8.838,88640416.0
14:46,2658.0,866.440002,359.269989,1333.599976,8.838,88651136.0
14:47,2658.189941,866.390015,359.309998,1333.680054,8.838,88737168.0
14:48,2658.459961,866.330017,359.279999,1333.699951,8.838,88898784.0
14:49,2658.919922,866.380005,359.140015,1333.709961,8.841,88982928.0
14:50,2658.72998,866.340027,359.279999,1333.719971,8.841,88965360.0
14:51,2658.340088,866.289978,359.079987,1333.890015,8.841,88951024.0
14:52,2657.820068,866.419983,359.029999,1333.890015,8.841,88986008.0
14:53,2657.399902,866.52002,358.959991,1333.849976,8.841,89019456.0
14:54,2656.810059,866.390015,359.079987,1333.880005,8.841,89037048.0
14:55,2656.659912,866.299988,358.839996,1333.890015,8.841,89065720.0
14:56,2657.090088,866.190002,358.899994,1334.0,8.841,89086976.0
14:57,2656.290039,866.099976,358.850006,1333.97998,8.841,89037152.0
14:58,2656.370117,865.619995,358.98999,1334.140015,8.841,89156016.0
14:59,2656.139893,865.47998,358.890015,1334.209961,8.843,89242408.0
15:00,2656.0,865.460022,358.769989,1334.189941,8.843,89415472.0
15:01,2655.860107,865.099976,358.899994,1334.339966,8.843,89371808.0
15:02,2656.080078,865.340027,358.829987,1334.369995,8.843,89293776.0
15:03,2657.340088,865.169983,358.850006,1334.380005,8.843,89185536.0
15:04,2656.719971,865.25,359.079987,1334.22998,8.843,89172184.0
15:05,2657.189941,865.23999,358.76001,1333.130005,8.843,89046424.0
15:06,2655.75,865.169983,358.649994,1334.180054,8.843,89075880.0
15:07,2654.580078,865.280029,358.429993,1334.069946,8.843,89128776.0
