Time,KS11,KQ11,KS200,USD/KRW,JPY/KRW,BTC/KRW
13:29,2640.629883,863.719971,356.049988,1329.859985,8.933,87906816.0
13:30,2641.330078,863.369995,356.040009,1329.76001,8.937,87964928.0
13:31,2640.850098,863.390015,355.940002,1329.619995,8.937,87955968.0
13:32,2641.439941,863.320007,356.100006,1329.660034,8.937,87972656.0
13:33,2639.810059,863.030029,355.929993,1329.73999,8.937,87976560.0
13:34,2640.830078,862.450012,355.959991,1329.75,8.937,87918776.0
13:35,2641.060059,862.590027,356.029999,1329.72998,8.934,87937928.0
13:36,2641.669922,862.460022,356.100006,1329.77002,8.934,87935136.0
13:37,2642.129883,862.830017,356.179993,1329.939941,8.934,87922496.0
13:38,2642.719971,862.77002,356.209991,1329.839966,8.934,87950216.0
13:39,2643.050049,862.830017,356.200012,1329.869995,8.934,87929680.0
13:40,2643.25,863.109985,356.290009,1329.849976,8.932,87949488.0
13:41,2641.98999,862.849976,356.089996,1329.829956,8.932,87956536.0
13:42,2643.360107,862.830017,356.119995,1329.819946,8.932,87966280.0
13:43,2642.27002,862.719971,356.279999,1329.790039,8.932,87954440.0
