Date,Price
2023-05-22,87200.0
2023-05-23,87600.0
2023-05-24,88600.0
2023-05-25,86200.0
2023-05-26,86300.0
2023-05-30,88100.0
2023-05-31,88100.0
2023-06-01,88200.0
2023-06-02,88600.0
2023-06-05,89000.0
2023-06-07,88400.0
2023-06-08,88400.0
2023-06-09,87800.0
2023-06-12,86700.0
2023-06-13,87800.0
2023-06-14,86100.0
2023-06-15,84300.0
2023-06-16,84000.0
2023-06-19,84500.0
2023-06-20,84200.0
2023-06-21,83900.0
2023-06-22,84500.0
2023-06-23,82400.0
2023-06-26,82600.0
2023-06-27,83200.0
2023-06-28,82300.0
2023-06-29,81000.0
2023-06-30,82100.0
2023-07-03,81700.0
2023-07-04,80700.0
2023-07-05,79500.0
2023-07-06,78800.0
2023-07-07,77000.0
2023-07-10,76700.0
2023-07-11,76200.0
2023-07-12,76900.0
2023-07-13,78300.0
2023-07-14,79100.0
2023-07-17,77500.0
2023-07-18,77300.0
2023-07-19,78200.0
2023-07-20,78300.0
2023-07-21,79900.0
2023-07-24,78000.0
2023-07-25,76300.0
2023-07-26,74000.0
2023-07-27,76600.0
2023-07-28,79200.0
2023-07-31,77200.0
2023-08-01,79500.0
2023-08-02,78100.0
2023-08-03,81000.0
2023-08-04,81700.0
2023-08-07,81400.0
2023-08-08,81000.0
2023-08-09,85100.0
2023-08-10,85500.0
2023-08-11,86000.0
2023-08-14,86200.0
2023-08-16,85800.0
2023-08-17,85200.0
2023-08-18,86300.0
2023-08-21,85500.0
2023-08-22,84800.0
2023-08-23,85400.0
2023-08-24,85500.0
2023-08-25,86100.0
2023-08-28,85900.0
2023-08-29,86200.0
2023-08-30,86511.90625
