Date,Price
2023-05-17,41250.0
2023-05-18,41850.0
2023-05-19,42100.0
2023-05-22,41900.0
2023-05-23,41800.0
2023-05-24,41650.0
2023-05-25,41050.0
2023-05-26,40750.0
2023-05-30,41250.0
2023-05-31,41450.0
2023-06-01,41000.0
2023-06-02,41650.0
2023-06-05,41950.0
2023-06-07,41900.0
2023-06-08,41500.0
2023-06-09,42200.0
2023-06-12,41700.0
2023-06-13,41000.0
2023-06-14,41050.0
2023-06-15,40900.0
2023-06-16,40850.0
2023-06-19,40750.0
2023-06-20,40500.0
2023-06-21,40100.0
2023-06-22,40600.0
2023-06-23,39950.0
2023-06-26,39650.0
2023-06-27,39850.0
2023-06-28,40250.0
2023-06-29,38800.0
2023-06-30,39200.0
2023-07-03,40200.0
2023-07-04,39550.0
2023-07-05,39050.0
2023-07-06,38000.0
2023-07-07,37700.0
2023-07-10,37950.0
2023-07-11,38450.0
2023-07-12,38500.0
2023-07-13,38150.0
2023-07-14,39300.0
2023-07-17,39050.0
2023-07-18,39000.0
2023-07-19,38750.0
2023-07-20,38950.0
2023-07-21,39150.0
2023-07-24,38500.0
2023-07-25,38550.0
2023-07-26,39400.0
2023-07-27,41200.0
2023-07-28,39700.0
2023-07-31,39300.0
2023-08-01,39900.0
2023-08-02,39400.0
2023-08-03,38450.0
2023-08-04,38550.0
2023-08-07,38550.0
2023-08-08,38450.0
2023-08-09,37900.0
2023-08-10,37900.0
2023-08-11,38200.0
2023-08-14,38300.0
2023-08-16,37850.0
2023-08-17,38000.0
2023-08-18,37550.0
2023-08-21,38050.0
2023-08-22,38100.0
2023-08-23,38800.0
2023-08-24,38550.0
2023-08-25,38750.0
2023-08-26,38528.4609375
