Time,001040,079160,000120,097950,078930,006360,267250,329180,035900,105560,002380,021320,035600,030200,033780,003550,034220,066570,079550,035420,181710,005490,010950,034120,034730,03473K,017670,000660,005610,032540,040300,052220,009450,030610,339770,043650,002990,073240,000270,024110,003920,095660,005720,225570,251270,006280,004370,003540,047040,069620,048910,003490,067990,000150,073190,030350,115390,005300,011170,267980,072870,005360,080160,100790,00680K,018700,093190,005180,143240,001470,006400,02826K,207940,005930,029780,003230,024950,007540,066910,086980,134790,004170,102280,403550,090430,020560,143160,067160,053800,310200,052790,003800,086520,247540,036570,058630,053280,007310,271560,048260,316140,016880,095720,069080,112040,000100,139480,047560,089590,034940,185750,272450,047820,016920,035720,293490,323410,377300,042000,078340,002020,021240,264900,259960,039490,009410,017810,086790,039130,136480,039340,030520,047080,009240,004150,025750,002320,18064K,101530,069960,005380,057050,004800,010240
09:00,,8800,,,38150,,,,,51000,200500,,11100,32500,,81400,,,,222500,25300,,73800,,,,47300,115800,68000,,,,,5080,,,,,,,454000,37300,4110,17230,46650,119200,475500,,4590,108800,12430,24350,,106900,2290,518,5800,,,,,3055,,5140,3550,1947,,52800,,3025,,85100,781000,67000,29350,176000,,,2500,,33950,,,13020,,11280,,,,3470,6740,26400,1023000,303500,,7000,4695,,,,11320,,2355,15250,,74200,73500,15980,,1771,85800,,,,,,,45650,,,18080,,8360,158000,95600,,10290,37850,51600,2880,6010,,2145,58000,2825,,,25400,5620,68000,,43250,62200,
09:01,72900,8800,80800,309000,38150,13980,59200,122000,114300,51000,200500,5020,10990,32500,84400,81400,13340,99600,74200,222500,25300,547000,73800,28100,143100,130000,47300,115100,67300,6350,7140,3210,48050,5050,7780,5710,5460,4310,78500,10420,454000,37200,4075,17110,46650,118800,468000,14060,4550,108100,12400,24100,4920,106900,2290,505,5780,135000,132400,45800,10240,3040,17180,5070,3540,1947,5610,52800,19060,3120,601000,84600,779000,67000,29150,173300,6100,51000,2480,3250,33950,209500,269,12970,125000,11200,20350,83000,62500,3470,6740,26500,1035000,306500,257000,6970,4690,370500,121000,,11320,1205,2350,15180,38800,75600,72400,15800,13230,1760,85800,14250,5400,1387,49800,28600,26450,45100,13110,49700,17950,42200,8360,158300,95200,4020,10280,37600,51300,2880,5970,14140,2145,57500,2810,985,21400,25000,5560,67000,185800,43250,61500,6440
09:02,72300,8750,80300,307000,37950,13980,58900,122500,115200,50700,199500,4950,11000,32200,84400,80400,13300,98400,73900,220500,25200,549000,71500,28100,142300,130000,47300,114300,68000,6160,7160,3195,46650,5050,7790,5600,5460,4310,78100,10380,454000,36800,4075,17080,45400,118100,469000,14030,4550,108200,12350,23900,4895,105900,2280,505,5740,133800,132600,46350,10240,3040,17000,5020,3535,1947,5610,53000,19010,3160,600000,84500,777000,66400,29250,174800,6070,50800,2465,3225,33750,206500,269,12890,123500,11140,20350,82100,62200,3440,6710,26500,1041000,307000,253500,6970,4660,370500,120500,,11280,1163,2345,15070,38450,75200,72500,15720,12960,1780,85900,14210,5400,1386,49600,28550,26400,44850,12920,49350,17950,42300,8360,157900,95200,4015,10220,37600,50700,2850,5970,14080,2110,57700,2810,983,21400,25000,5560,66500,184600,43250,61600,6440
09:03,71900,8660,79800,306500,37850,13990,58800,123800,116100,51200,198700,4960,11010,32250,84400,79900,13320,98400,74200,219000,25100,548000,71300,28050,142300,130000,47150,114400,68000,6290,7160,3195,47700,5070,7750,5620,5430,4300,77600,10360,454000,36650,4075,17080,45400,117800,468000,14010,4550,108200,12240,23950,4880,105200,2280,503,5740,134700,132200,45500,10220,3040,16960,5000,3535,1951,5590,52700,19010,3175,604000,84500,778000,66400,29200,176000,6030,51100,2465,3215,33600,204500,269,12790,123100,11100,20350,81400,62100,3400,6710,26500,1045000,306000,254000,6960,4655,370500,120000,,11320,1165,2375,15130,38150,74700,72300,16100,12810,1796,85400,14100,5400,1381,49550,28400,26350,44800,12740,48950,17920,42250,8360,158000,94600,3980,10180,37650,50500,2845,5970,14020,2110,57700,2805,980,21400,25000,5560,66400,184000,43250,61400,6400
09:04,71700,8640,79900,305500,37950,14030,58800,123700,115500,51100,198400,4960,11070,32250,84400,79900,13350,98400,74200,218500,25100,550000,71300,27950,142200,130000,47300,114200,67200,6290,7180,3190,47600,5070,7780,5610,5430,4295,77500,10390,454000,36550,4075,17070,45400,117100,466500,14000,4540,108100,12250,23900,4870,105200,2280,502,5760,133000,132300,45100,10200,3010,16890,5000,3535,1956,5590,53200,19190,3220,605000,84300,779000,66400,29250,177400,6030,50800,2500,3220,33600,204000,269,12700,122300,11100,20150,81700,61900,3405,6710,26650,1044000,306500,253000,6920,4655,371000,120200,,11290,1165,2345,15070,38150,74900,72400,15910,12840,1767,85500,14020,5400,1378,49500,28350,26400,44900,12700,48750,17920,42050,8360,158400,94700,3950,10200,37650,50600,2845,5970,13900,2100,57600,2805,975,21150,24750,5560,66300,183800,43250,61500,6390
09:05,71900,8640,79600,305500,37900,14010,58800,123600,115900,51200,198400,4960,10960,32400,84400,79900,13360,98600,74100,219500,25100,549000,71600,27900,142700,130000,47200,114300,67100,6240,7110,3165,47450,5050,7780,5660,5430,4290,77400,10380,454000,36400,4075,17020,45300,116900,463000,13960,4570,108000,12250,23850,4910,105000,2280,505,5750,133600,131700,44500,10170,3010,16850,4995,3535,1956,5590,53000,19190,3285,604000,84300,779000,66400,29300,175900,6030,50800,2500,3220,33600,204000,269,12700,122000,11080,20300,81600,62200,3410,6710,26650,1046000,306000,254500,6900,4655,371500,120700,,11300,1168,2330,15090,38150,74500,72200,15850,12890,1767,85600,14010,5400,1385,49700,28450,26450,44950,12900,48900,17900,42050,8360,158400,94600,3950,10170,37700,50600,2845,5970,13880,2100,57400,2805,970,21150,25050,5560,66200,184000,43150,61700,6390
09:06,71800,8500,79700,305500,37900,13980,58400,123000,116400,51400,198400,4960,10950,32400,84000,80000,13340,98900,74200,221000,25200,548000,71600,27800,142500,130000,47300,113900,67100,6150,7170,3165,47600,5010,7780,5660,5430,4285,77500,10390,454000,36700,4075,17020,45450,116900,462500,13910,4570,107600,12250,23850,4870,104900,2270,506,5730,133700,131600,45100,10170,3010,16830,4990,3535,1974,5590,53100,19010,3340,605000,84200,778000,66400,29300,177700,6080,50900,2510,3220,33600,204000,269,12750,121500,11080,20300,82400,62300,3415,6670,26650,1057000,308500,255000,6920,4655,370000,120700,,11300,1168,2330,15130,38250,74500,72200,15700,12900,1760,85400,14080,5400,1386,49800,28450,26500,45450,12800,48850,17880,41950,8360,158400,94600,3950,10170,37600,50400,2845,5970,13880,2070,57400,2810,964,21150,25050,5560,66000,183800,43150,61400,6380
09:07,71600,8540,79600,305500,38000,13970,58300,122800,116300,51400,198400,4960,10860,32350,84200,79700,13340,98600,74100,219000,25050,550000,71700,27650,142600,128700,47250,114000,67000,6200,7110,3155,47200,5010,7780,5650,5410,4275,77300,10380,454000,36650,4075,16870,45400,116700,466500,13910,4545,107600,12230,23850,4860,105200,2265,502,5720,134000,131500,44950,10170,3045,16740,4990,3535,1974,5590,53300,18930,3335,605000,84100,778000,66400,29300,176300,6080,50800,2540,3210,33500,203500,269,12820,121400,11040,20300,82000,62000,3400,6650,26750,1063000,309500,254500,6860,4670,371000,121800,,11300,1163,2320,15170,38400,74400,72200,15650,12850,1760,85100,14020,5400,1378,49600,28350,26450,45100,12780,48450,17840,41950,8300,158700,94800,3935,10180,37550,50500,2845,5950,13860,2080,57500,2800,965,21150,24750,5570,66300,184000,43100,61400,6330
09:08,71600,8440,79200,304000,37900,13950,58400,122800,115900,51100,198300,4970,10840,32350,84000,79800,13330,98800,73800,220000,25100,549000,71500,27650,142000,128600,47300,113800,66700,6170,7110,3135,47050,5010,7780,5600,5390,4275,77100,10370,454000,36500,4075,16820,45400,116400,465000,13910,4520,106400,12240,23800,4865,105100,2265,502,5710,134000,131200,44950,10170,3045,16730,4990,3535,1951,5550,53300,19000,3385,602000,84200,778000,66200,29250,176700,6020,50600,2535,3205,33500,203500,269,12960,121700,11030,20300,82100,62000,3390,6630,26750,1064000,307500,253500,6870,4670,371000,121100,,11290,1162,2320,15050,38450,74300,72200,15650,12900,1761,85000,13960,5400,1374,49550,28350,26400,44900,12780,48650,17800,42000,8280,158600,94600,3950,10180,37550,50200,2835,6000,13820,2080,57300,2795,961,21000,24900,5570,66000,183600,43100,61300,6310
