Time,001040,079160,000120,097950,078930,006360,267250,329180,035900,105560,002380,021320,035600,030200,033780,003550,034220,066570,079550,035420,181710,005490,010950,034120,034730,03473K,017670,000660,005610,032540,040300,052220,009450,030610,339770,043650,002990,073240,000270,024110,003920,095660,005720,225570,251270,006280,004370,003540,047040,069620,048910,003490,067990,000150,073190,030350,115390,005300,011170,267980,072870,005360,080160,100790,00680K,018700,093190,005180,143240,001470,006400,02826K,207940,005930,029780,003230,024950,007540,066910,086980,134790,004170,102280,403550,090430,020560,143160,067160,053800,310200,052790,003800,086520,247540,036570,058630,053280,007310,271560,048260,316140,016880,095720,069080,112040,000100,139480,047560,089590,034940,185750,272450,047820,016920,035720,293490,323410,377300,042000,078340,002020,021240,264900,259960,039490,009410,017810,086790,039130,136480,039340,030520,047080,009240,004150,025750,002320,18064K,101530,069960,005380,057050,004800,010240
09:00,,7520,,301000,37400,,58400,,109200,53200,198000,5020,11130,32850,,82000,,99100,78000,229000,25500,579000,71000,26950,,126800,47100,120900,67500,6000,7660,3320,49450,5030,,5720,5440,4770,78300,10500,461000,35550,4055,17620,42750,116200,460000,14120,4375,105500,11980,23350,4850,112600,2450,584,5750,134700,126800,45850,10240,3500,16530,4890,3560,1843,5560,56900,18760,3330,594000,82400,763000,68200,29500,182500,6050,56400,2515,3190,32500,198100,269,14400,123100,10980,21200,82700,65200,3535,6660,25900,1259000,333500,249500,6810,4605,363000,124400,,11600,1182,2295,14540,36950,74900,71900,16350,12880,1797,85500,13640,5400,1390,47950,28100,24600,43450,13360,47250,17920,41800,8490,155700,99900,3835,10680,38550,48200,3190,6100,15330,2175,57300,2795,944,21200,24100,5550,66200,186400,40950,62300,6190
09:01,66900,7460,78600,298000,37300,13990,58200,119500,109200,52500,196100,5020,11130,32600,85700,81900,13210,97900,77500,221500,25500,566000,70700,28900,140700,126600,47000,117800,67500,5990,7660,3300,49700,5000,8930,5720,5420,4755,78300,10500,461000,35550,4090,17370,42300,116200,459500,14110,4330,105500,11750,23150,4835,112600,2450,584,5740,133200,126500,45400,10240,3585,16310,4860,3560,1843,5560,56500,18570,3285,584000,82100,755000,67200,29300,182500,6050,56200,2500,3185,32650,197500,269,14400,124400,10930,21200,80900,64700,3535,6660,25900,1230000,328500,249000,6750,4500,361000,125600,,11540,1182,2285,14300,36450,74900,71900,15830,12770,1798,85500,13600,5400,1396,47800,27850,24450,42500,13090,46600,17890,41800,8490,154600,98700,3770,10680,38300,47900,3190,6080,14520,2180,56600,2790,944,20900,24150,5550,65300,185200,40950,61800,6160
09:02,66900,7460,78300,300000,37400,13970,58200,119600,108800,52700,196200,5010,10970,32650,85700,81800,13210,98500,77800,220000,25300,566000,70500,28600,140700,126600,47150,117700,67500,5970,7650,3300,49600,5000,9130,5710,5400,4760,78400,10560,454000,34950,4090,17400,42350,115600,456000,14110,4330,104500,11750,23150,4830,110700,2450,582,5700,133100,126800,45050,10240,3535,16370,4845,3550,1838,5540,57400,18570,3320,586000,82100,757000,66900,29350,185300,6050,56400,2490,3185,32350,196900,269,14130,124600,10940,21150,80600,64900,3490,6530,25900,1232000,328500,249000,6700,4540,361000,125600,,11560,1182,2280,14320,36500,75000,71800,15820,12800,1798,84900,13560,5400,1403,48150,27950,24600,42550,13110,46450,17850,41700,8490,154500,98200,3770,10830,38400,47850,3190,6080,14570,2165,56700,2775,948,21050,24150,5560,65900,185500,40750,61800,6130
09:03,67400,7430,78800,300500,37400,14030,58300,120900,109100,52800,196700,5000,10970,32700,85900,81700,13270,98400,78100,219500,25300,568000,70800,28950,140900,126600,47050,117800,67400,5960,7650,3300,49700,5000,8960,5690,5390,4765,78400,10520,454000,34950,4090,17500,42300,115500,460000,14110,4330,104700,11790,23200,4830,111300,2450,574,5730,133900,126600,45300,10240,3530,16370,4845,3550,1837,5530,57600,18570,3375,586000,82100,759000,67200,29400,185400,6050,56100,2455,3185,32350,197700,269,14200,124800,10890,21150,80900,64900,3490,6520,25900,1228000,328500,250500,6720,4540,362000,126200,,11590,1182,2280,14310,36650,74800,72000,15800,12800,1798,85300,13540,5400,1415,48150,27900,24600,42350,13180,46500,17830,41700,8460,154400,98600,3765,10910,38450,47900,3190,6080,14490,2165,57300,2775,948,21050,24150,5640,66100,185900,40800,62000,6140
09:04,67700,7450,78500,301500,37450,14010,58000,119900,109100,52800,196500,5000,10970,32650,86100,81800,13260,98500,78400,219500,25300,566000,70800,28850,141100,126600,47050,117300,67300,5960,7660,3300,49800,4995,8990,5690,5410,4770,78400,10530,454000,35000,4070,17440,42400,115700,462000,14110,4320,104500,11890,23150,4830,111900,2425,573,5700,133400,126400,45350,10240,3585,16440,4845,3555,1837,5530,57700,18660,3345,588000,81700,758000,67200,29350,187400,6050,56700,2465,3185,32350,198000,269,14200,125800,10940,21200,80700,64900,3490,6560,25900,1235000,326500,249500,6730,4525,362000,125600,,11570,1182,2285,14360,36600,74800,72200,15810,12800,1798,85100,13540,5400,1405,48150,27950,24650,42400,13210,46500,17790,41850,8460,154400,98700,3760,10860,38500,47950,3560,6110,14450,2175,57400,2775,948,20900,24150,5590,66000,186100,40800,62000,6140
09:05,67800,7510,78500,301500,37450,14010,58000,119800,109200,52800,196700,5000,10970,32600,86000,82100,13240,98500,78100,220000,25300,567000,70600,28750,141600,126600,47100,117400,67300,5960,7650,3310,49850,5000,8980,5690,5410,4775,78400,10520,454500,35150,4070,17530,42650,115700,462500,14100,4320,104900,11810,23200,4830,111000,2445,567,5730,135500,126400,45700,10240,3570,16400,4845,3555,1844,5530,57600,18610,3380,589000,81700,759000,67200,29400,188800,6060,56000,2465,3220,32350,198000,269,14380,125800,10900,21350,80600,65000,3500,6460,25900,1231000,328000,250500,6670,4525,363000,125200,,11580,1185,2285,14320,36800,75200,72300,15780,12830,1798,85100,13600,5400,1405,48150,28000,24650,42500,13250,46600,17770,41950,8460,154500,98700,3780,10890,38500,47900,3465,6100,14510,2175,57600,2765,948,20900,24150,5590,66100,185900,40700,62000,6140
09:06,67800,7500,78600,301000,37450,14030,58100,120100,109400,52800,196700,5000,10970,32650,86000,82000,13270,98500,78100,218500,25250,567000,70600,28750,141500,126600,47100,117500,67300,5950,7650,3310,49850,5010,8860,5690,5410,4775,78500,10520,454500,35400,4070,17520,42450,115800,464500,14100,4330,105500,11980,23200,4830,111100,2445,567,5730,135500,127000,45400,10260,3520,16440,4845,3545,1844,5530,57700,18670,3305,590000,81700,759000,67100,29350,187700,6060,56400,2455,3200,32350,198600,269,14380,125800,10890,21150,80700,65000,3530,6460,25900,1225000,325000,251500,6720,4550,364000,126000,,11580,1185,2285,14280,36950,75500,72500,15770,12850,1805,85400,13600,5400,1405,48250,28050,24700,42400,13110,46850,17760,42100,8460,154900,99000,3785,10880,38600,47950,3440,6100,14590,2175,57800,2765,948,20900,24150,5590,66600,185900,40700,62100,6210
09:07,68100,7470,78700,302500,37400,14040,58100,120200,109400,53000,196400,5000,10970,32600,86000,82200,13280,98500,78200,218500,25250,564000,70600,28550,142000,126600,47150,117400,67300,5950,7620,3310,49950,5020,8850,5690,5410,4790,78500,10530,455000,35800,4070,17580,42700,116500,466500,14100,4325,105500,11980,23250,4800,111400,2450,568,5730,135500,126900,45450,10240,3540,16420,4845,3545,1844,5530,57800,18670,3300,590000,82100,762000,67300,29350,188000,6050,56300,2490,3200,32350,198200,269,14380,126400,10890,21150,80600,65000,3540,6560,25900,1224000,325500,251000,6690,4565,364000,126000,,11590,1180,2285,14300,37000,75200,72500,15790,12870,1804,85600,13650,5400,1405,48200,28050,24750,42400,13120,46800,17760,42150,8490,154600,98700,3790,11020,38550,48150,3465,6100,14450,2175,57600,2765,948,20900,24150,5590,66500,185800,40800,62300,6210
09:08,68100,7460,78900,303000,37400,14050,58000,120100,109500,52900,196300,5000,10970,32700,86000,82100,13280,98400,78200,219000,25250,564000,70700,28550,142300,126600,47150,117600,67200,5940,7610,3320,49900,5000,8970,5690,5410,4775,78500,10540,455000,36100,4070,17580,42800,117000,466500,14100,4320,105600,11970,23200,4830,111500,2450,567,5700,135500,127100,45400,10240,3540,16390,4845,3545,1844,5540,57800,18700,3275,589000,82100,763000,67300,29400,187900,6050,56300,2490,3200,32350,198200,269,14430,126400,10910,21150,80500,65000,3540,6560,25900,1221000,324000,251500,6720,4580,364500,126200,,11580,1174,2285,14290,37000,75100,72400,15800,12870,1805,85900,13610,5400,1405,48200,28100,24750,42450,13180,46850,17750,42100,8550,154400,98900,3800,11000,38550,48150,3490,6100,14440,2175,57800,2780,948,20900,24150,5590,66600,185900,40700,62300,6210
