Date,Price
2023-05-15,32550.0
2023-05-16,31600.0
2023-05-17,31600.0
2023-05-18,31550.0
2023-05-19,31550.0
2023-05-22,31400.0
2023-05-23,31600.0
2023-05-24,31700.0
2023-05-25,31350.0
2023-05-26,31200.0
2023-05-30,31200.0
2023-05-31,31000.0
2023-06-01,31150.0
2023-06-02,30850.0
2023-06-05,30300.0
2023-06-07,30200.0
2023-06-08,30550.0
2023-06-09,30500.0
2023-06-12,30250.0
2023-06-13,30850.0
2023-06-14,30600.0
2023-06-15,30500.0
2023-06-16,30700.0
2023-06-19,30300.0
2023-06-20,30250.0
2023-06-21,29850.0
2023-06-22,29800.0
2023-06-23,29950.0
2023-06-26,30100.0
2023-06-27,29900.0
2023-06-28,28800.0
2023-06-29,28300.0
2023-06-30,28450.0
2023-07-03,28450.0
2023-07-04,27800.0
2023-07-05,27050.0
2023-07-06,27150.0
2023-07-07,27000.0
2023-07-10,26850.0
2023-07-11,26850.0
2023-07-12,26650.0
2023-07-13,26700.0
2023-07-14,26750.0
2023-07-17,26850.0
2023-07-18,26850.0
2023-07-19,26600.0
2023-07-20,26600.0
2023-07-21,26650.0
2023-07-24,26950.0
2023-07-25,26400.0
2023-07-26,25900.0
2023-07-27,25900.0
2023-07-28,25750.0
2023-07-31,25850.0
2023-08-01,25850.0
2023-08-02,25800.0
2023-08-03,25800.0
2023-08-04,25750.0
2023-08-07,26050.0
2023-08-08,26000.0
2023-08-09,25950.0
2023-08-10,26050.0
2023-08-11,26450.0
2023-08-14,26500.0
2023-08-16,26400.0
2023-08-17,26300.0
2023-08-18,26300.0
2023-08-21,26100.0
2023-08-22,26250.0
2023-08-23,27105.03125
