Date,Price
2023-05-15,47350.0
2023-05-16,45550.0
2023-05-17,46600.0
2023-05-18,46700.0
2023-05-19,47500.0
2023-05-22,48300.0
2023-05-23,47950.0
2023-05-24,48000.0
2023-05-25,47000.0
2023-05-26,46600.0
2023-05-30,46500.0
2023-05-31,45500.0
2023-06-01,45100.0
2023-06-02,45400.0
2023-06-05,45700.0
2023-06-07,45850.0
2023-06-08,44600.0
2023-06-09,44500.0
2023-06-12,43550.0
2023-06-13,43650.0
2023-06-14,43250.0
2023-06-15,42700.0
2023-06-16,43300.0
2023-06-19,43450.0
2023-06-20,42800.0
2023-06-21,42300.0
2023-06-22,42700.0
2023-06-23,40500.0
2023-06-26,41650.0
2023-06-27,42850.0
2023-06-28,42850.0
2023-06-29,41700.0
2023-06-30,43250.0
2023-07-03,44000.0
2023-07-04,43300.0
2023-07-05,42100.0
2023-07-06,42500.0
2023-07-07,42500.0
2023-07-10,42150.0
2023-07-11,43100.0
2023-07-12,43850.0
2023-07-13,44100.0
2023-07-14,44200.0
2023-07-17,44500.0
2023-07-18,43950.0
2023-07-19,43350.0
2023-07-20,44950.0
2023-07-21,48350.0
2023-07-24,45750.0
2023-07-25,44550.0
2023-07-26,43150.0
2023-07-27,44600.0
2023-07-28,44600.0
2023-07-31,46350.0
2023-08-01,46500.0
2023-08-02,46500.0
2023-08-03,47200.0
2023-08-04,48800.0
2023-08-07,53600.0
2023-08-08,52600.0
2023-08-09,54500.0
2023-08-10,54800.0
2023-08-11,59300.0
2023-08-14,58800.0
2023-08-16,58000.0
2023-08-17,58000.0
2023-08-18,58800.0
2023-08-21,57100.0
2023-08-22,58500.0
2023-08-23,58842.87109375
