Date,Price
2023-05-15,114500.0
2023-05-16,112500.0
2023-05-17,111600.0
2023-05-18,108700.0
2023-05-19,108000.0
2023-05-22,108000.0
2023-05-23,108200.0
2023-05-24,108800.0
2023-05-25,106600.0
2023-05-26,106800.0
2023-05-30,105200.0
2023-05-31,108100.0
2023-06-01,115700.0
2023-06-02,116000.0
2023-06-05,118800.0
2023-06-07,119000.0
2023-06-08,121000.0
2023-06-09,120100.0
2023-06-12,120200.0
2023-06-13,118700.0
2023-06-14,117300.0
2023-06-15,115500.0
2023-06-16,114300.0
2023-06-19,105400.0
2023-06-20,107600.0
2023-06-21,107200.0
2023-06-22,107400.0
2023-06-23,106500.0
2023-06-26,104900.0
2023-06-27,110000.0
2023-06-28,106900.0
2023-06-29,103800.0
2023-06-30,107000.0
2023-07-03,116000.0
2023-07-04,114500.0
2023-07-05,123500.0
2023-07-06,121200.0
2023-07-07,121700.0
2023-07-10,120400.0
2023-07-11,121900.0
2023-07-12,121800.0
2023-07-13,119200.0
2023-07-14,119400.0
2023-07-17,118000.0
2023-07-18,116800.0
2023-07-19,118500.0
2023-07-20,116300.0
2023-07-21,118700.0
2023-07-24,116600.0
2023-07-25,118000.0
2023-07-26,114700.0
2023-07-27,116000.0
2023-07-28,117200.0
2023-07-31,121000.0
2023-08-01,117400.0
2023-08-02,115200.0
2023-08-03,115800.0
2023-08-04,118300.0
2023-08-07,123600.0
2023-08-08,122600.0
2023-08-09,125500.0
2023-08-10,125500.0
2023-08-11,136100.0
2023-08-14,176900.0
2023-08-16,176000.0
2023-08-17,173500.0
2023-08-18,181400.0
2023-08-21,178300.0
2023-08-22,181000.0
2023-08-23,179818.390625
