Date,Price
2023-05-15,200000.0
2023-05-16,198800.0
2023-05-17,200000.0
2023-05-18,199600.0
2023-05-19,202500.0
2023-05-22,200500.0
2023-05-23,199300.0
2023-05-24,186900.0
2023-05-25,187500.0
2023-05-26,185200.0
2023-05-30,189000.0
2023-05-31,189100.0
2023-06-01,189400.0
2023-06-02,189000.0
2023-06-05,191500.0
2023-06-07,193600.0
2023-06-08,192500.0
2023-06-09,199700.0
2023-06-12,204500.0
2023-06-13,203000.0
2023-06-14,205500.0
2023-06-15,203500.0
2023-06-16,203500.0
2023-06-19,200500.0
2023-06-20,204500.0
2023-06-21,205000.0
2023-06-22,203500.0
2023-06-23,201500.0
2023-06-26,204000.0
2023-06-27,202500.0
2023-06-28,199000.0
2023-06-29,195000.0
2023-06-30,194800.0
2023-07-03,194500.0
2023-07-04,183000.0
2023-07-05,178300.0
2023-07-06,178500.0
2023-07-07,174500.0
2023-07-10,175200.0
2023-07-11,182500.0
2023-07-12,185300.0
2023-07-13,192200.0
2023-07-14,194600.0
2023-07-17,191200.0
2023-07-18,184900.0
2023-07-19,183300.0
2023-07-20,181000.0
2023-07-21,180300.0
2023-07-24,177500.0
2023-07-25,171500.0
2023-07-26,166500.0
2023-07-27,170700.0
2023-07-28,168800.0
2023-07-31,171800.0
2023-08-01,178100.0
2023-08-02,172900.0
2023-08-03,170600.0
2023-08-04,169400.0
2023-08-07,174500.0
2023-08-08,171600.0
2023-08-09,174400.0
2023-08-10,161100.0
2023-08-11,163100.0
2023-08-14,161500.0
2023-08-16,158000.0
2023-08-17,159700.0
2023-08-18,158000.0
2023-08-21,158300.0
2023-08-22,157500.0
2023-08-23,165071.328125
