Date,Price
2023-05-15,21050.0
2023-05-16,20800.0
2023-05-17,20600.0
2023-05-18,20900.0
2023-05-19,21100.0
2023-05-22,21500.0
2023-05-23,21650.0
2023-05-24,21750.0
2023-05-25,21500.0
2023-05-26,21150.0
2023-05-30,21200.0
2023-05-31,20750.0
2023-06-01,20750.0
2023-06-02,20850.0
2023-06-05,21300.0
2023-06-07,21250.0
2023-06-08,21300.0
2023-06-09,21400.0
2023-06-12,21400.0
2023-06-13,21550.0
2023-06-14,21400.0
2023-06-15,21050.0
2023-06-16,21200.0
2023-06-19,21750.0
2023-06-20,21050.0
2023-06-21,20800.0
2023-06-22,20700.0
2023-06-23,20050.0
2023-06-26,20200.0
2023-06-27,20200.0
2023-06-28,20200.0
2023-06-29,18600.0
2023-06-30,18640.0
2023-07-03,19020.0
2023-07-04,18830.0
2023-07-05,18030.0
2023-07-06,14520.0
2023-07-07,13750.0
2023-07-10,14120.0
2023-07-11,14460.0
2023-07-12,14220.0
2023-07-13,14250.0
2023-07-14,14170.0
2023-07-17,14900.0
2023-07-18,14480.0
2023-07-19,14550.0
2023-07-20,14310.0
2023-07-21,14330.0
2023-07-24,14110.0
2023-07-25,14410.0
2023-07-26,13980.0
2023-07-27,13960.0
2023-07-28,14100.0
2023-07-31,14610.0
2023-08-01,14510.0
2023-08-02,14480.0
2023-08-03,14340.0
2023-08-04,14310.0
2023-08-07,14190.0
2023-08-08,13990.0
2023-08-09,14020.0
2023-08-10,14190.0
2023-08-11,14320.0
2023-08-14,14290.0
2023-08-16,14000.0
2023-08-17,13830.0
2023-08-18,13800.0
2023-08-21,13810.0
2023-08-22,13870.0
2023-08-23,13853.162109375
