Date,Price
2023-05-22,74900.0
2023-05-23,75600.0
2023-05-24,75600.0
2023-05-25,74900.0
2023-05-26,74400.0
2023-05-30,73500.0
2023-05-31,72200.0
2023-06-01,72100.0
2023-06-02,73100.0
2023-06-05,74400.0
2023-06-07,75300.0
2023-06-08,75500.0
2023-06-09,75200.0
2023-06-12,74700.0
2023-06-13,72800.0
2023-06-14,73700.0
2023-06-15,72800.0
2023-06-16,72600.0
2023-06-19,73200.0
2023-06-20,72000.0
2023-06-21,70800.0
2023-06-22,71000.0
2023-06-23,70000.0
2023-06-26,71000.0
2023-06-27,69500.0
2023-06-28,68100.0
2023-06-29,66200.0
2023-06-30,66700.0
2023-07-03,66400.0
2023-07-04,65200.0
2023-07-05,64600.0
2023-07-06,63900.0
2023-07-07,63400.0
2023-07-10,65300.0
2023-07-11,64600.0
2023-07-12,66600.0
2023-07-13,66600.0
2023-07-14,67900.0
2023-07-17,68400.0
2023-07-18,69000.0
2023-07-19,69800.0
2023-07-20,70200.0
2023-07-21,70800.0
2023-07-24,72500.0
2023-07-25,73700.0
2023-07-26,72300.0
2023-07-27,73600.0
2023-07-28,72900.0
2023-07-31,74900.0
2023-08-01,75200.0
2023-08-02,75500.0
2023-08-03,77100.0
2023-08-04,76800.0
2023-08-07,79200.0
2023-08-08,77700.0
2023-08-09,77500.0
2023-08-10,78600.0
2023-08-11,77700.0
2023-08-14,76900.0
2023-08-16,73800.0
2023-08-17,72600.0
2023-08-18,73000.0
2023-08-21,73500.0
2023-08-22,72900.0
2023-08-23,72900.0
2023-08-24,71000.0
2023-08-25,71000.0
2023-08-28,75000.0
2023-08-29,74500.0
2023-08-30,74697.53125
