Date,Price
2023-05-22,75800.0
2023-05-23,77100.0
2023-05-24,78700.0
2023-05-25,79600.0
2023-05-26,78700.0
2023-05-30,77800.0
2023-05-31,77700.0
2023-06-01,77200.0
2023-06-02,77000.0
2023-06-05,77700.0
2023-06-07,76800.0
2023-06-08,75200.0
2023-06-09,74400.0
2023-06-12,72100.0
2023-06-13,72700.0
2023-06-14,72900.0
2023-06-15,72500.0
2023-06-16,74200.0
2023-06-19,72800.0
2023-06-20,72800.0
2023-06-21,72800.0
2023-06-22,72100.0
2023-06-23,71600.0
2023-06-26,71100.0
2023-06-27,69400.0
2023-06-28,69000.0
2023-06-29,67000.0
2023-06-30,68100.0
2023-07-03,68700.0
2023-07-04,69100.0
2023-07-05,68500.0
2023-07-06,67500.0
2023-07-07,66800.0
2023-07-10,67200.0
2023-07-11,68100.0
2023-07-12,67500.0
2023-07-13,67500.0
2023-07-14,67800.0
2023-07-17,67600.0
2023-07-18,67600.0
2023-07-19,67700.0
2023-07-20,68300.0
2023-07-21,68800.0
2023-07-24,67100.0
2023-07-25,66300.0
2023-07-26,63300.0
2023-07-27,66500.0
2023-07-28,66000.0
2023-07-31,66000.0
2023-08-01,66400.0
2023-08-02,66200.0
2023-08-03,66500.0
2023-08-04,67500.0
2023-08-07,68800.0
2023-08-08,66800.0
2023-08-09,67500.0
2023-08-10,67700.0
2023-08-11,68400.0
2023-08-14,69800.0
2023-08-16,68000.0
2023-08-17,66700.0
2023-08-18,66500.0
2023-08-21,66600.0
2023-08-22,67300.0
2023-08-23,67800.0
2023-08-24,67500.0
2023-08-25,67200.0
2023-08-28,68000.0
2023-08-29,67700.0
2023-08-30,66695.9375
