Date,Price
2023-05-15,30200.0
2023-05-16,30150.0
2023-05-17,30000.0
2023-05-18,30100.0
2023-05-19,30150.0
2023-05-22,30350.0
2023-05-23,30500.0
2023-05-24,30450.0
2023-05-25,30400.0
2023-05-26,30200.0
2023-05-30,30250.0
2023-05-31,30050.0
2023-06-01,30000.0
2023-06-02,30150.0
2023-06-05,30100.0
2023-06-07,30100.0
2023-06-08,30250.0
2023-06-09,30000.0
2023-06-12,30200.0
2023-06-13,30000.0
2023-06-14,29950.0
2023-06-15,29850.0
2023-06-16,29850.0
2023-06-19,30000.0
2023-06-20,29900.0
2023-06-21,29850.0
2023-06-22,29850.0
2023-06-23,29550.0
2023-06-26,29500.0
2023-06-27,29500.0
2023-06-28,29450.0
2023-06-29,29250.0
2023-06-30,29650.0
2023-07-03,29650.0
2023-07-04,29400.0
2023-07-05,29150.0
2023-07-06,28800.0
2023-07-07,28500.0
2023-07-10,28900.0
2023-07-11,28950.0
2023-07-12,28800.0
2023-07-13,28850.0
2023-07-14,29050.0
2023-07-17,28900.0
2023-07-18,28950.0
2023-07-19,29000.0
2023-07-20,28950.0
2023-07-21,28950.0
2023-07-24,28800.0
2023-07-25,28700.0
2023-07-26,28550.0
2023-07-27,28900.0
2023-07-28,28600.0
2023-07-31,28500.0
2023-08-01,28800.0
2023-08-02,28750.0
2023-08-03,28700.0
2023-08-04,29100.0
2023-08-07,29150.0
2023-08-08,28950.0
2023-08-09,29300.0
2023-08-10,29050.0
2023-08-11,29350.0
2023-08-14,29350.0
2023-08-16,29350.0
2023-08-17,29300.0
2023-08-18,29200.0
2023-08-21,29250.0
2023-08-22,29200.0
2023-08-23,29300.0
2023-08-24,29197.720703125
