Date,Price
2023-05-15,51700.0
2023-05-16,51600.0
2023-05-17,52200.0
2023-05-18,52700.0
2023-05-19,52900.0
2023-05-22,53500.0
2023-05-23,53000.0
2023-05-24,52500.0
2023-05-25,52000.0
2023-05-26,51800.0
2023-05-30,51500.0
2023-05-31,51100.0
2023-06-01,50700.0
2023-06-02,50800.0
2023-06-05,51200.0
2023-06-07,51400.0
2023-06-08,51500.0
2023-06-09,51900.0
2023-06-12,51500.0
2023-06-13,51200.0
2023-06-14,51300.0
2023-06-15,50600.0
2023-06-16,51000.0
2023-06-19,50700.0
2023-06-20,50700.0
2023-06-21,49100.0
2023-06-22,48850.0
2023-06-23,48450.0
2023-06-26,48700.0
2023-06-27,49050.0
2023-06-28,48950.0
2023-06-29,47850.0
2023-06-30,49300.0
2023-07-03,49850.0
2023-07-04,49600.0
2023-07-05,51600.0
2023-07-06,51400.0
2023-07-07,50800.0
2023-07-10,51800.0
2023-07-11,52500.0
2023-07-12,54400.0
2023-07-13,54000.0
2023-07-14,53900.0
2023-07-17,54700.0
2023-07-18,54000.0
2023-07-19,54000.0
2023-07-20,55000.0
2023-07-21,54800.0
2023-07-24,54200.0
2023-07-25,53600.0
2023-07-26,52800.0
2023-07-27,56600.0
2023-07-28,55500.0
2023-07-31,55400.0
2023-08-01,56300.0
2023-08-02,56800.0
2023-08-03,56700.0
2023-08-04,59800.0
2023-08-07,60800.0
2023-08-08,57000.0
2023-08-09,56500.0
2023-08-10,65200.0
2023-08-11,66600.0
2023-08-14,70800.0
2023-08-16,68000.0
2023-08-17,65300.0
2023-08-18,65100.0
2023-08-21,64400.0
2023-08-22,64600.0
2023-08-23,65800.0
2023-08-24,64364.18359375
